사번,작업일,쿼리(일부)
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.user_synonyms
where synonym_nam"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select object_name ObjectName, object_type ObjectType
from sys.user_objects
wher"
O1205727,03-APR-17,"Select  TEXT
from SYS.ALL_SOURCE
where OWNER=:owner
and NAME=:name
and TYPE="
O1205727,03-APR-17,"SELECT last_ddl_time FROM ALL_OBJECTS   WHERE object_type = :ObjType AND   owner"
O1205727,03-APR-17,"Select  TEXT
from SYS.ALL_SOURCE
where OWNER=:owner
and NAME=:name
and TYPE="
O1205727,03-APR-17,"SELECT last_ddl_time FROM ALL_OBJECTS   WHERE object_type = :ObjType AND   owner"
O1205727,03-APR-17,"Select owner, object_type
from sys.ALL_OBJECTS
where object_name = :ObjName
ord"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.user_synonyms
where synonym_nam"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select owner, object_type
from sys.ALL_OBJECTS
where object_name = :ObjName
and"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.user_synonyms
where synonym_nam"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select object_name ObjectName, object_type ObjectType
from sys.user_objects
wher"
O1205727,03-APR-17,"select * from cud.cus0101
where 1=1
and tr_date = '20170329'
and uny_reg_no = '6"
O1205727,03-APR-17,"select uny_c, fund_c, stnd_item_c, rao_stck_qty
from cud.cus0110
where tr_date="
O1205727,03-APR-17,"select * from cud.cugmas
where 1=1
and strt_date >= '20170330'
and atit_c = '110"
O1205727,03-APR-17,"select * from cud.cugmas
where 1=1
and strt_date >= '20170330'
and atit_c = '611"
O1205727,03-APR-17,"select * from cud.cugmas
where 1=1
and strt_date = '20170403'
and atit_c = '6115"
O1205727,03-APR-17,"select * from cud.cugmas
where 1=1
and strt_date = '20170403'
and atit_c = '6115"
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cujris
--UPDATE CUD.cujris
--SET STAT_TC = '03'
where 1=1
and"
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select uny_c, fund_c, stnd_item_c,  accb_qty, accb_amt , accb_upr
from cud.cubas"
O1205727,03-APR-17,"select * from cud.cugmas
where 1=1
and strt_date = '20170403'
and atit_c = '6115"
O1205727,03-APR-17,"select * from cud.cujris
--UPDATE CUD.cujris
--SET STAT_TC = '03'
where 1=1
and"
O1205727,03-APR-17,"select *
from cud.cubase
where '20170331' between bal_strt_date and bal_end_dat"
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cugmas"
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cujris
--UPDATE CUD.cujris
--SET STAT_TC = '03'
where 1=1
and"
O1205727,03-APR-17,"select *
from cud.cubase
where '20170331' between bal_strt_date and bal_end_dat"
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cujris
--UPDATE CUD.cujris
--SET STAT_TC = '03'
where 1=1
and"
O1205727,03-APR-17,"select * from cud.cus0505"
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cujris
--UPDATE CUD.cujris
--SET STAT_TC = '03'
where 1=1
and"
O1205727,03-APR-17,"select * from cud.cujris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cutris
where 1=1
and tr_date = '20170403'
--and tr_seq in ('11"
O1205727,03-APR-17,"select * from cud.cus0505
--update cud.cus0505
--set STND_ITEM_C = ''
where 1=1"
O1205727,03-APR-17,"select * from cud.cutris
--UPDATE CUD.CUTRIS
--SET SNB_TR_CAN_TC = '06'
where 1="
O1205727,03-APR-17,"select * from cud.cus0505
where 1=1
and tr_date = '20170403'
and uny_reg_no = '9"
O1205727,03-APR-17,"select * from cud.cutris
where 1=1
and tr_date = '20170403'
and tr_seq in ('1123"
O1205727,03-APR-17,"select uny_c, fund_c, stnd_item_c,  accb_qty, accb_amt , accb_upr
from cud.cubas"
O1205727,03-APR-17,"SELECT * FROM CUD.CUITEM"
O1205727,03-APR-17,"SELECT * FROM CUD.CUITEM
WHERE 1=1
AND ISUE_ORG_CNO = '00954'"
O1205727,03-APR-17,"SELECT * FROM CUD.CUS0110"
O1205727,03-APR-17,"SELECT * FROM CUD.CUS0110"
O1205727,03-APR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1205727,03-APR-17,"SELECT * FROM CUD.CUS0110"
O1205727,03-APR-17,"select * from cud.cufund
where 1=1
and fund_c = '054910775000'"
O1205727,03-APR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1205727,03-APR-17,"select * from cud.cufund
where 1=1
and fund_c = '054910775000'"
O1205727,03-APR-17,"SELECT ppr.runid, ppr.run_proc, ppr.run_date, ppr.run_comment,   ppr.run_owner,"
O1205727,03-APR-17,"SELECT Z.STRT_DATE
,Z.UNY_NM
,Z.FUND_C
,Z.FUND_IFNM"
O1205727,03-APR-17,"SELECT Z.STRT_DATE
,Z.UNY_NM
,Z.FUND_C
,Z.FUND_IFNM"
O1205727,03-APR-17,"SELECT Z.STRT_DATE
,Z.UNY_NM
,Z.FUND_C
,Z.FUND_IFNM"
O1205727,03-APR-17,"SELECT Z.STRT_DATE
,Z.UNY_NM
,Z.FUND_C
,Z.FUND_IFNM"
O1205727,03-APR-17,"SELECT Z.STRT_DATE
,Z.UNY_NM
,Z.FUND_C
,Z.FUND_IFNM"
O1205727,03-APR-17,"select * from cud.cugmas
where 1=1
and unin_c = 'C20160000033'
and '20170403' ="
O1205727,03-APR-17,"SELECT   A.STRT_DATE
, A.UNY_NM
, A.FUND_C"
O1205727,03-APR-17,"select * from cud.cugmas
where 1=1
and unin_c = 'C20160000033'"
O1205727,03-APR-17,"Select owner, object_type
from sys.ALL_OBJECTS
where object_name = :ObjName
and"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.user_synonyms
where synonym_nam"
O1205727,03-APR-17,"Select table_owner, table_name, db_link
from sys.all_synonyms
where synonym_name"
O1205727,03-APR-17,"Select object_name ObjectName, object_type ObjectType
from sys.user_objects
wher"
O1205727,03-APR-17,"SELECT   /*+ USE_NL(C B A) INDEX(A IE4_CUGMAS)*/
A.STR"
O1205727,03-APR-17,"SELECT   /*+ USE_NL(C B A) INDEX(A IE4_CUGMAS)*/
A.STR"
O1205727,03-APR-17,"SELECT   /*+ USE_NL(C B A) INDEX(A IE4_CUGMAS)*/
A.STR"
O1205727,03-APR-17,"SELECT   /*+ USE_NL(C B A) INDEX(A IE4_CUGMAS)*/
A.STR"
O1205727,03-APR-17,"SELECT ppr.runid, ppr.run_proc, ppr.run_date, ppr.run_comment,   ppr.run_owner,"
O1205727,03-APR-17,"Select dropped
from ALL_ALL_TABLES
where owner =:o
and table_name =:n
========="
O1205727,03-APR-17,"Select CREATED, LAST_DDL_TIME, OBJECT_ID, STATUS, TIMESTAMP
FROM SYS.ALL_OBJECTS"
O1205727,03-APR-17,"Select a1.constraint_name,
c1.column_name, c1.position
from
sys.ALL_CONS_COL"
O1205727,03-APR-17,"SELECT 1
FROM   SYS.CDEF$ C, SYS.CON$ CN, SYS.OBJ$ O, SYS.USER$ U
WHERE  0=1"
O1205727,03-APR-17,"select column_name, encryption_alg, salt
from sys.ALL_ENCRYPTED_COLUMNS
where ow"
O1205727,03-APR-17,"Select cols.column_id, cols.column_name as Name, nullable,
data_type as Type,"
O1205727,03-APR-17,"SELECT   A.STRT_DATE
, A.UNY_NM
, A.FUND_C"
O1205727,03-APR-17,"SELECT   A.STRT_DATE
, A.UNY_NM
, A.FUND_C"
O1205727,03-APR-17,"SELECT   A.STRT_DATE
, A.UNY_NM
, A.FUND_C"
O1205727,03-APR-17,"SELECT ppr.runid, ppr.run_proc, ppr.run_date, ppr.run_comment,   ppr.run_owner,"
O1205727,03-APR-17,"select * from cud.cucpdl
where 1=1
and UNY_C = 'C000000008'"
O1205727,03-APR-17,"select * from cud.cucpdl"
O1205727,03-APR-17,"select * from cud.cucpdl"
O1205727,03-APR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1205727,03-APR-17,"select * from cud.cucpdl"
O1205727,03-APR-17,"select * from cud.CUEFBS
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"select * from cud.CUEFBS
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"--delete from cud.CUEFBS
select * from cud.CUEFBS
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"select * from cud.CUEFBS
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"select * from cud.CUEFBS
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"--delete from cud.CUEFBS
select * from cud.CUEFBS
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"--delete from cud.cuuibs
select * from cud.cuuibs
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"--delete from cud.CUEFBS
select * from cud.CUEFBS
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
--and fund_c = 'C201"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"--delete from cud.cuuibs
select * from cud.cuuibs
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"--delete from cud.cuuibs
select * from cud.cuuibs
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
--and fund_c = 'C201"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
--and fund_c = 'C201"
O1205727,03-APR-17,"--delete from cud.cuuibs
select * from cud.cuuibs
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"--delete from cud.cuuibs
select * from cud.cuuibs
where 1=1
and uny_c = 'C000000"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
--and fund_c = 'C201"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and fund_c = 'C20150000060'
--and '20170401'"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and uny_c = 'C000000062'
and fund_c = 'C20150"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and fund_c = 'C20150000060'
--and '20170401'"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and fund_c = 'C20150000060'
and"
O1205727,03-APR-17,"select * from cud.cuuibs
where 1=1
and fund_c = 'C20150000060'
and '20170401' be"
O1205727,03-APR-17,"select * from cud.cuuibs"
O1205727,03-APR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1205727,03-APR-17,"select * from cud.cuuibs"
O1205727,03-APR-17,"select * from cud.CUSIIF
where 1=1
and item_c = 'KRA000642173'
and deal_date >="
O1205727,03-APR-17,"select base_date , sum(UPR) / count(*) from cud.CUWREU
where 1=1
and item_c = 'K"
O1205727,03-APR-17,"select * from cud.CUSIIF
where 1=1
and item_c = 'KRA000642173'
and deal_date >="
O1205727,03-APR-17,"select base_date , UPR / count(*) from cud.CUWREU
where 1=1
and item_c = 'KRA000"
O1205727,03-APR-17,"select base_date , sum(UPR) / count(*) from cud.CUWREU
where 1=1
and item_c = 'K"
O1205727,03-APR-17,"select * from cud.CUWREU
where 1=1
and item_c = 'KRA000642173'
and base_date >="
O1205727,03-APR-17,"select * from cud.CUWREU
where 1=1
and item_c = 'KRA000642173'
and base_date >="
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
SELECT GIJUNDT, trunc(sum(danga)/coun"
O1205727,03-APR-17,"select * from cud.CUWREU
where 1=1
and item_c = 'KRA000642173'
and base_date >="
O1205727,03-APR-17,"select * from cud.CUWREU"
O1205727,03-APR-17,"select * from cud.CUWREU
where 1=1
and stnd_item_c = 'KRA000642173'"
O1205727,03-APR-17,"select * from cud.CUWREU
where 1=1
and item_c = 'KRA000642173'"
O1205727,03-APR-17,"select * from cud.CUWREU"
O1205727,03-APR-17,"select * from cud.CUWREU"
O1205727,03-APR-17,"select * from TAMS.ISMMJJM"
O1205727,03-APR-17,"select * from TAMS.ISMSJJD"
O1205727,03-APR-17,"select * from cud.CUSIIF
where 1=1
and item_c = 'KRA000642173'
and base_date >="
O1205727,03-APR-17,"select * from cud.CUSIIF
where 1=1
and item_c = 'KRA000642173'"
O1205727,03-APR-17,"select * from cud.CUSIIF
where 1=1
and item_c = 'KRA000642173'
and deal_date >="
O1205727,03-APR-17,"select * from cud.CUSIIF"
O1205727,03-APR-17,"select * from cud.CUSIIF"
O1205727,03-APR-17,"select * from cud.cuespr
where 1=1
and stnd_item_c = 'KRA000642173'
and base_dat"
O1205727,03-APR-17,"select * from cud.cuespr"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
SELECT GIJUNDT, trunc(sum(danga)/coun"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
SELECT GIJUNDT, trunc(sum(danga)/coun"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
--SELECT GIJUNDT, trunc(sum(danga)/co"
O1205727,03-APR-17,"select * from cud.cubase
where 1=1
--and uny_c = ''
and stnd_Item_c = 'KRA000642"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
--SELECT GIJUNDT, trunc(sum(danga)/co"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
--SELECT GIJUNDT, trunc(sum(danga)/co"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
--SELECT GIJUNDT, trunc(sum(danga)/co"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
--SELECT GIJUNDT, trunc(sum(danga)/co"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
--SELECT GIJUNDT, trunc(sum(danga)/co"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
--SELECT GIJUNDT, trunc(sum(danga)/co"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
SELECT GIJUNDT, trunc(sum(danga)/coun"
O1205727,03-APR-17,"select object_name nam, Decode(object_type, 'TABLE', 1, 'VIEW', 2, 3) typ
from"
O1205727,03-APR-17,"begin sys.dbms_application_info.set_module('TOAD background query session', null"
O1205727,03-APR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1205727,03-APR-17,"SELECT ppr.runid, ppr.run_proc, ppr.run_date, ppr.run_comment,   ppr.run_owner,"
O1205727,03-APR-17,"Select CREATED, LAST_DDL_TIME, OBJECT_ID, STATUS, TIMESTAMP
FROM SYS.ALL_OBJECTS"
O1205727,03-APR-17,"SELECT  table_name, table_owner FROM  ALL_SYNONYMS WHERE owner = 'PUBLIC' AND sy"
O1205727,03-APR-17,"Select username from sys.ALL_USERS order by username"
O1205727,03-APR-17,"SELECT 1
FROM   SYS.OBJ$ O, SYS.USER$ U
WHERE  0=1"
O1205727,03-APR-17,"select sys_context('USERENV','INSTANCE_NAME') as INSTANCE_NAME,
sys_conte"
O1205727,03-APR-17,"BEGIN   :RetVal := DBMS_UTILITY.CURRENT_INSTANCE; END;"
O1205727,03-APR-17,"BEGIN   IF DBMS_UTILITY.IS_CLUSTER_DATABASE THEN     :RetVal := 1;   ELSE     :R"
O1205727,03-APR-17,"Select feature from toad.toad_restrictions where user_name=USER or user_name in"
O1205727,03-APR-17,"BEGIN
if ((QU_VERSION.major_number >= '1') and (QU_VERSION.minor_number >="
O1205727,03-APR-17,"Select 1 FROM ALL_OBJECTS WHERE object_type = 'PACKAGE' AND object_name = 'TOAD_"
O1205727,03-APR-17,"Select object_name
from sys.ALL_OBJECTS
where owner = 'SYS'
and   object_type ="
O1205727,03-APR-17,"begin sys.dbms_application_info.set_module('TOAD 9.6.1.1', null); end;"
O1205727,03-APR-17,"select /*+ RULE */ TABLE_NAME from all_tab_privs where table_name like 'DBA_%' a"
O1205727,03-APR-17,"begin :id := sys.dbms_transaction.local_transaction_id; end;"
O1205727,03-APR-17,"select sid from V$SESSION where audsid = USERENV('SESSIONID')"
O1205727,03-APR-17,"Select role
from session_roles
where role in ('DBA','SELECT_CATALOG_ROLE')"
O1205727,03-APR-17,"Select Privilege
from session_privs
where privilege in ('DEBUG CONNECT SESSION',"
O1205727,03-APR-17,"SELECT version, sysdate FROM sys.PRODUCT_COMPONENT_VERSION WHERE UPPER(PRODUCT)"
O1205727,03-APR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1205727,03-APR-17,"-- KRA000642173        동아쏘시오홀딩스2WR
SELECT GIJUNDT, trunc(sum(danga)/coun"
O1306464,03-APR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,03-APR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,03-APR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,03-APR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,03-APR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,03-APR-17,"SELECT *
--MAX(PF_ID)
FROM HLD.HLX910
WHERE ORG_C = '001'
AND PF"
O1306464,03-APR-17,"SELECT *
--MAX(PF_ID)
FROM HLD.HLX910
WHERE ORG_C = '001'
AND PF"
O1306464,03-APR-17,"SELECT --*
MAX(PF_ID)
FROM HLD.HLX910
WHERE ORG_C = '001'"
O1306464,03-APR-17,"SELECT --*
MAX(PF_ID)
FROM HLD.HLX910
WHERE ORG_C = '001'
AN"
O1306464,03-APR-17,"SELECT --*
MAX(PF_ID)
FROM HLD.HLX910
WHERE ORG_C = '001'
AN"
O1306464,03-APR-17,"SELECT /*+ RULE */ * FROM sys.USER_USERS WHERE USERNAME = :user_name
==========="
O1306464,03-APR-17,"SELECT /*+ rule */ o.table_name, decode(partitioned, 'YES', 1, 0), decode(cluste"
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM SYS.ALL_TABLES"
O1306464,03-APR-17,"SELECT 1 FROM SESSION_ROLES WHERE ROLE = 'SELECT_CATALOG_ROLE' UNION ALL SELECT"
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_TABLES"
O1306464,03-APR-17,"SELECT /*+ rule */ username from sys.all_users ORDER BY 1"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_OPTION"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_SQL_LOGGING"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_SECURITY_OPTION"
O1306464,03-APR-17,"begin DBMS_APPLICATION_INFO.SET_MODULE(:Module,:Action); end;
=================="
O1306464,03-APR-17,"ALTER SESSION SET NLS_LANGUAGE='KOREAN'
NLS_TERRITORY='KOREA'
NLS_CURRENCY='￦'"
O1306464,03-APR-17,"select * from v$nls_parameters"
O1306464,03-APR-17,"SELECT host_name, instance_name FROM v$instance"
O1306464,03-APR-17,"select name, value from v$parameter where name = 'user_dump_dest"
O1306464,03-APR-17,"select s.serial#, p.spid, s.server from v$session s, v$process p where s.sid = 2"
O1306464,03-APR-17,"SELECT userenv('instance'), sid FROM v$mystat WHERE ROWNUM <= 1"
O1306464,03-APR-17,"SELECT /*+ leading(s) */ inst_id, sid, serial#, ospid, orange.orange_fn_host_nam"
O1306464,03-APR-17,"SELECT *
FROM HLD.HLR000
WHERE ORG_C = '001'
AND DDAY_PRFT_FRFT_RVVL_T"
O1306464,03-APR-17,"SELECT /*+ rule */ username from sys.all_users ORDER BY 1"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_OPTION"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_SQL_LOGGING"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_SECURITY_OPTION"
O1306464,03-APR-17,"begin DBMS_APPLICATION_INFO.SET_MODULE(:Module,:Action); end;
=================="
O1306464,03-APR-17,"ALTER SESSION SET NLS_LANGUAGE='KOREAN'
NLS_TERRITORY='KOREA'
NLS_CURRENCY='￦'"
O1306464,03-APR-17,"select * from v$nls_parameters"
O1306464,03-APR-17,"SELECT host_name, instance_name FROM v$instance"
O1306464,03-APR-17,"select name, value from v$parameter where name = 'user_dump_dest"
O1306464,03-APR-17,"select s.serial#, p.spid, s.server from v$session s, v$process p where s.sid = 2"
O1306464,03-APR-17,"SELECT userenv('instance'), sid FROM v$mystat WHERE ROWNUM <= 1"
O1306464,03-APR-17,"SELECT /*+ leading(s) */ inst_id, sid, serial#, ospid, orange.orange_fn_host_nam"
O1306464,03-APR-17,"SELECT A.CNO
, A.LN_ACNO
, A.MNG_BR_C"
O1306464,03-APR-17,"SELECT A.CNO
, A.LN_ACNO
, A.MNG_BR_C"
O1306464,03-APR-17,"SELECT level, operation ,options ,object_name ,object_type ,cardinality ,bytes ,"
O1306464,03-APR-17,"EXPLAIN PLAN SET STATEMENT_ID='Orange2740' INTO ORANGE.ORANGE_PLAN_TABLE FOR
SEL"
O1306464,03-APR-17,"select count(*) from ORANGE.ORANGE_PLAN_TABLE where statement_id=:stat_id
====="
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_PLAN_TABLE"
O1306464,03-APR-17,"select dbms_transaction.local_transaction_id from dual"
O1306464,03-APR-17,"SELECT A.CNO
, A.LN_ACNO
, A.MNG_BR_C"
O1306464,03-APR-17,"SELECT /*+ RULE */ * FROM sys.USER_USERS WHERE USERNAME = :user_name
==========="
O1306464,03-APR-17,"SELECT /*+ rule */ o.table_name, decode(partitioned, 'YES', 1, 0), decode(cluste"
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM SYS.ALL_TABLES"
O1306464,03-APR-17,"SELECT 1 FROM SESSION_ROLES WHERE ROLE = 'SELECT_CATALOG_ROLE' UNION ALL SELECT"
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_TABLES"
O1306464,03-APR-17,"SELECT A.USID, USER_NM, BR_C
FROM SOD.SOUSER A"
O1306464,03-APR-17,"SELECT A.USID, USER_NM, BR_C
FROM SOD.SOUSER A"
O1306464,03-APR-17,"SELECT A.USID, USER_NM
FROM SOD.SOUSER A"
O1306464,03-APR-17,"SELECT A.USID
FROM SOD.SOUSER A
, SOD.SOB"
O1306464,03-APR-17,"SELECT /*+ rule */ col.column_name, col.data_type, col.data_length, col.data_pre"
O1306464,03-APR-17,"SELECT /*+ RULE */ * FROM sys.USER_USERS WHERE USERNAME = :user_name
==========="
O1306464,03-APR-17,"SELECT /*+ rule */ o.table_name, decode(partitioned, 'YES', 1, 0), decode(cluste"
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM SYS.ALL_TABLES"
O1306464,03-APR-17,"SELECT 1 FROM SESSION_ROLES WHERE ROLE = 'SELECT_CATALOG_ROLE' UNION ALL SELECT"
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_TABLES"
O1306464,03-APR-17,"SELECT /*+ rule */ username from sys.all_users ORDER BY 1"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_OPTION"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_SQL_LOGGING"
O1306464,03-APR-17,"SELECT * FROM ORANGE.ORANGE_SECURITY_OPTION"
O1306464,03-APR-17,"begin DBMS_APPLICATION_INFO.SET_MODULE(:Module,:Action); end;
=================="
O1306464,03-APR-17,"ALTER SESSION SET NLS_LANGUAGE='KOREAN'
NLS_TERRITORY='KOREA'
NLS_CURRENCY='￦'"
O1306464,03-APR-17,"select * from v$nls_parameters"
O1306464,03-APR-17,"SELECT host_name, instance_name FROM v$instance"
O1306464,03-APR-17,"select name, value from v$parameter where name = 'user_dump_dest"
O1306464,03-APR-17,"select s.serial#, p.spid, s.server from v$session s, v$process p where s.sid = 2"
O1306464,03-APR-17,"SELECT userenv('instance'), sid FROM v$mystat WHERE ROWNUM <= 1"
O1306464,03-APR-17,"SELECT /*+ leading(s) */ inst_id, sid, serial#, ospid, orange.orange_fn_host_nam"
O1306464,03-APR-17,"SELECT A.USID, USER_NM
FROM SOD.SOUSER A"
O1306464,03-APR-17,"SELECT MAX(PF_ID)
FROM HLD.HLX910
WHERE ORG_C = '001"
O1306464,03-APR-17,"SELECT /*+ RULE */ * FROM sys.USER_USERS WHERE USERNAME = :user_name
==========="
O1306464,03-APR-17,"SELECT /*+ rule */ o.table_name, decode(partitioned, 'YES', 1, 0), decode(cluste"
O1306464,03-APR-17,"SELECT /*+ rule */ column_name, data_type, data_length, data_precision, data_sca"
O1306464,03-APR-17,"SELECT * FROM SYS.ALL_TABLES"
O1306464,03-APR-17,"SELECT *
--MAX(PF_ID)
FROM HLD.HLX910
WHERE ORG_C = '001'
AN"
